# /storage/gpfs_data/auger/fabiocon/2022oct/cal_m21_015487_2022-10-23.01-53.root
#eventId pulseBegin pulseEnd pulseLength type
1102 277 329 52 -1
1103 278 330 52 -1
1104 274 326 52 -1
1105 271 323 52 -1
1106 280 332 52 -1
1107 275 327 52 -1
1108 276 328 52 -1
1109 278 330 52 -1
1110 276 328 52 -1
1111 272 324 52 -1
1112 274 325 51 -1
1113 276 328 52 -1
1114 274 326 52 -1
1115 275 327 52 -1
1116 278 330 52 -1
1117 278 330 52 -1
1118 281 333 52 -1
1119 280 332 52 -1
1120 273 325 52 -1
1121 274 326 52 -1
1122 250 350 100 0
1123 250 350 100 0
1124 250 350 100 0
1125 275 327 52 -1
1126 277 329 52 -1
1127 279 331 52 -1
1128 273 325 52 -1
1129 277 329 52 -1
1130 274 326 52 -1
1131 278 329 51 -1
1132 274 326 52 -1
1133 279 331 52 -1
1134 271 323 52 -1
1135 274 326 52 -1
1136 280 332 52 -1
1137 281 333 52 -1
1138 278 329 51 -1
1139 274 326 52 -1
1140 276 328 52 -1
1141 280 332 52 -1
1142 271 323 52 -1
1143 273 325 52 -1
1144 276 328 52 -1
1145 276 328 52 -1
1146 280 332 52 -1
1147 274 326 52 -1
1148 276 328 52 -1
1149 272 324 52 -1
1150 278 330 52 -1
1151 276 328 52 -1
1152 273 325 52 -1
1153 272 324 52 -1
1154 280 332 52 -1
1155 276 328 52 -1
1156 276 328 52 -1
1157 275 327 52 -1
1158 276 328 52 -1
1159 280 332 52 -1
1160 272 324 52 -1
1161 276 328 52 -1
1162 277 329 52 -1
1163 280 332 52 -1
1164 278 330 52 -1
1165 250 350 100 0
1166 250 350 100 0
1167 273 325 52 -1
1168 275 327 52 -1
1169 274 326 52 -1
1170 280 332 52 -1
1171 279 331 52 -1
1172 277 329 52 -1
1173 273 324 51 -1
1174 278 330 52 -1
1175 278 330 52 -1
1176 275 327 52 -1
1177 277 329 52 -1
1178 274 325 51 -1
1179 280 332 52 -1
1180 273 325 52 -1
1181 274 326 52 -1
1182 280 332 52 -1
1183 281 333 52 -1
1184 277 329 52 -1
1185 280 332 52 -1
1186 279 331 52 -1
1187 274 326 52 -1
1188 280 332 52 -1
1189 278 330 52 -1
1190 279 331 52 -1
1191 274 326 52 -1
1192 272 324 52 -1
1193 281 333 52 -1
1194 273 325 52 -1
1195 273 325 52 -1
1196 272 324 52 -1
1197 280 332 52 -1
1198 276 328 52 -1
1199 273 325 52 -1
1200 278 330 52 -1
1201 280 332 52 -1
1202 275 327 52 -1
1203 276 328 52 -1
1204 278 330 52 -1
1205 275 327 52 -1
1206 250 350 100 0
1207 250 350 100 0
1208 276 327 51 -1
1209 280 332 52 -1
1210 271 323 52 -1
1211 275 327 52 -1
1212 278 330 52 -1
1213 274 326 52 -1
1214 272 324 52 -1
1215 277 329 52 -1
1216 273 325 52 -1
1217 280 332 52 -1
1218 280 332 52 -1
1219 279 331 52 -1
1220 274 326 52 -1
1221 273 325 52 -1
1222 275 327 52 -1
1223 271 323 52 -1
1224 279 331 52 -1
1225 274 326 52 -1
1226 273 325 52 -1
1227 275 327 52 -1
